figure_id,inserted_in_pptx,source_pdf_page,update_mode,verification_status,data_file,expected_data_sha256,current_data_sha256,baseline_text_2024,updated_text,notes
B.23,True,43,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/b_23_datos_usados.csv,f66cfc65b4975701add43bdf516d1f5da051fb7d253dfa7a0d524343b4a62ba7,,"Con respecto de las tecnologías de conexión del servicio de televisión restringida en el segmento residencial, al cierre de 2023, 53.9% de los accesos fueron provistos a través de cable coaxial, 35.1% vía satélite y 11.0% por medio de IPTV Terrestre. Por otro lado, en el segmento no residencial se observó que 85.7% de los accesos fueron provistos mediante cable coaxial, 0.9% a través de IPTV Terrestre y 13.4% vía satelital.","Con respecto de las tecnologías de conexión del servicio de televisión restringida en el segmento residencial, al cierre de 2024, 52.0% de los accesos fueron provistos a través de cable coaxial, 35.5% vía satélite y 12.5% por medio de IPTV Terrestre. Por otro lado, en el segmento no residencial se observó que 96.0% de los accesos fueron provistos mediante cable coaxial, 3.8% a través de IPTV Terrestre y 0.2% vía satelital.",
B.24,True,44,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/b_24_datos_usados.csv,3c9d22b3e766b088120ac7f0d84aad773a860aff6ec36399f7b2169d20b167d9,,"En cuanto a la participación de mercado del servicio de televisión restringida, se observa que, en 2023, los grupos económicos de este servicio han mantenido, en general, su participación desde 2014.","En cuanto a la participación de mercado del servicio de televisión restringida, se observa que, en 2024, los grupos económicos de este servicio han mantenido, en general, su participación desde 2014.",
B.25,True,45,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/b_25_datos_usados.csv,07edd8bc3b4887e830d12f7ba77e84f22c51a9415311a979cda59cac3978f593,,"Complementario a la anterior gráfica, se observa que el índice de Herfindahl- Hirschman (IHH) para este servicio tuvo una disminución en 2023 con 3,855 lo que resulta en el valor más bajo desde el año 2022 donde se tuvo un IHH de 4,134.","Complementario a la anterior gráfica, se observa que el índice de Herfindahl- Hirschman (IHH) para este servicio tuvo una disminución en 2024 con 3,691 lo que resulta en el valor más bajo desde el año 2023 donde se tuvo un IHH de 3,823.",
C.1,True,46,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_1_datos_usados.csv,1938cd822e193f847dc22509ae1ec1556be841a07552de7a9a2a44cf62593761,,"A agosto de 2024, la cantidad de espectro asignado para los servicios móviles de telecomunicaciones en México fue de 645 MHz.","A agosto de 2024, la cantidad de espectro asignado para los servicios móviles de telecomunicaciones en México fue de 645 MHz.",
C.2,True,47,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_2_datos_usados.csv,33d4dfaa78989054408b154565a7a27a5a384ebbdf19331a3eefbc514f206d28,,"En cuanto a la distribución del espectro radioeléctrico, los resultados obtenidos indican que Altán cuenta con el 100% de los MHz asignados por la banda de 700 MHz, mientras que AT&T cuenta con el 100% de los MHz asignados a la banda de 800 MHz y Telcel tiene el 100% de los MHz asignados a la banda de 2,500 MHz. Para el resto de las bandas de frecuencia, los MHz se encuentran distribuidos entre Telcel y AT&T.","En cuanto a la distribución del espectro radioeléctrico, los resultados obtenidos indican que Altán cuenta con el 100% de los MHz asignados por la banda de 700 MHz, mientras que AT&T cuenta con el 100% de los MHz asignados a la banda de 800 MHz y Telcel tiene el 100% de los MHz asignados a la banda de 3,300 MHz. Para el resto de las bandas de frecuencia, los MHz se encuentran distribuidos entre Telcel y AT&T.",
C.3,True,48,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_3_datos_usados.csv,b8b38f9ade7515944b8509f729dcd871e58044d589c7ed6b4c5525abf7e684a2,,"De acuerdo con los resultados de la ENDUTIH 2023, el 74% de la población de 6 años o más en México utilizó algún servicio móvil de telecomunicaciones, ya sea telefonía, Internet o ambos.","De acuerdo con los resultados de la ENDUTIH 2025, el 82% de la población de 6 años o más en México utilizó algún servicio móvil de telecomunicaciones, ya sea telefonía, Internet o ambos.",
C.4,True,48,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_4_datos_usados.csv,b8b38f9ade7515944b8509f729dcd871e58044d589c7ed6b4c5525abf7e684a2,,"De acuerdo con los resultados de la ENDUTIH 2023, el 74% de la población de 6 años o más en México utilizó algún servicio móvil de telecomunicaciones, ya sea telefonía, Internet o ambos.","De acuerdo con los resultados de la ENDUTIH 2025, el 82% de la población de 6 años o más en México utilizó algún servicio móvil de telecomunicaciones, ya sea telefonía, Internet o ambos.",Se conserva la redacción nacional del Anuario 2024; la figura actual además desagrega 85% urbano y 71% rural.
C.5,True,49,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_5_datos_usados.csv,13fe0bd360e28ed38c743816732bc5cb6d5a01a1dd2e0841fbcd4d1c8f0f45ca,,"A diciembre de 2023, había cerca de 144.7 millones de líneas del servicio móvil de telefonía a nivel nacional, lo cual representó un incremento de 6.5% con respecto de diciembre de 2022. El total de líneas en 2023, se distribuyeron por tipo de contrato de la siguiente forma: 84.5% de las líneas a prepago, 4.1% a pospago controlado, 11.2% a pospago libre2 y 0.1% de las líneas no cuentan con un segmento especificado.","A diciembre de 2024, había cerca de 152.5 millones de líneas del servicio móvil de telefonía a nivel nacional, lo cual representó un incremento de 5.2% con respecto de diciembre de 2023. El total de líneas en 2024, se distribuyeron por tipo de contrato de la siguiente forma: 84.5% de las líneas a prepago, 4.2% a pospago controlado, 11.0% a pospago libre2 y 0.3% de las líneas no cuentan con un segmento especificado.",
C.6,True,50,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_6_datos_usados.csv,f3e64e79700ed18304d149b3f51dfdeaf92d2ba8c0187177ccf1b68e64d8c4d8,,"Al cierre de 2023 había 110 líneas del servicio móvil de telefonía por cada 100 habitantes a nivel nacional, lo cual representó un incremento de poco más del 22.2% con respecto de 2013.","Al cierre de 2024 había 115 líneas del servicio móvil de telefonía por cada 100 habitantes a nivel nacional, lo cual representó un incremento de poco más del 27.8% con respecto de 2013.",
C.7,True,51,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_7_datos_usados.csv,65073d4c4bfeb7a94e95b1cdefb229cf30c25851a9b2c558232534961471630c,,"Dentro de la información por entidad federativa, la entidad con mayor cantidad de líneas del servicio móvil de telefonía por cada 100 habitantes fue la Ciudad de México con 127, seguida de Baja California Sur con 123 y Jalisco con 119. En cambio, Puebla, Oaxaca y Chiapas fueron las entidades federativas con la menor cantidad de líneas por cada 100 habitantes con 98, 96 y 81, respectivamente.","Dentro de la información por entidad federativa, la entidad con mayor cantidad de líneas del servicio móvil de telefonía por cada 100 habitantes fue la Ciudad de México con 130, seguida de Sonora con 127 y Baja California Sur con 126. En cambio, Guerrero, Oaxaca y Chiapas fueron las entidades federativas con la menor cantidad de líneas por cada 100 habitantes con 103, 98 y 83, respectivamente.",Se actualizaron las entidades en los extremos del ranking.
C.8,True,52,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_8_datos_usados.csv,54b28f9e7f3e1c958c868dc5015b02de6713cbd3b35259810a604947292d55d2,,"En el periodo de 2022 a 2023, el tráfico de minutos del servicio móvil de telefonía tuvo una disminución del 4.77%, al pasar de 323,860 millones de minutos en 2022 a 308,401 millones de minutos en 2023.","En el periodo de 2023 a 2024, el tráfico de minutos del servicio móvil de telefonía tuvo una disminución del 2.95%, al pasar de 308,452 millones de minutos en 2023 a 299,342 millones de minutos en 2024.",
C.9,True,53,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_9_datos_usados.csv,014b484c6f8c5bd24b6105f1a21c5246a31e9c34db35b2953759c3c740c72e72,,"En cuanto al consumo de este servicio, se observó que en el año 2023 los MOU fueron en promedio 185 minutos mensuales. Así también, en este año se registró un promedio de 8 mensajes de texto (SMS) enviados mensualmente por cada línea.

Con respecto de la participación de mercado del servicio móvil de telefonía, se observa que América Móvil perdió participación, al pasar de 68.86% en 2013 a 57.31% en 2023, que equivale a una reducción de más de 11.55 puntos porcentuales; mientras que, de 2015 a 2023, AT&T incrementó su participación en el mercado en 7.03 puntos porcentuales. Cabe mencionar que, a partir de 2015, la categoría Otros se compone únicamente por Operadores Móviles Virtuales (OMV), los cuales aumentaron su participación en el mercado un 4.26% en el año 2023 respecto al año inmediato anterior.","En cuanto al consumo de este servicio, se observó que en el año 2023 los MOU fueron en promedio 185 minutos mensuales. Así también, en este año se registró un promedio de 8 mensajes de texto (SMS) enviados mensualmente por cada línea.

Con respecto de la participación de mercado del servicio móvil de telefonía, se observa que América Móvil perdió participación, al pasar de 68.86% en 2013 a 54.95% en 2024, que equivale a una reducción de más de 13.91 puntos porcentuales; mientras que, de 2015 a 2024, AT&T incrementó su participación en el mercado en 6.93 puntos porcentuales. Cabe mencionar que, a partir de 2015, la categoría Otros se compone únicamente por Operadores Móviles Virtuales (OMV), los cuales aumentaron su participación en el mercado un 3.73% en el año 2024 respecto al año inmediato anterior.",El párrafo MOU/SMS se conserva porque esos registros no forman parte del conjunto de datos de la Figura C.9 actual.
C.10,True,54,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_10_datos_usados.csv,a1e17e959c6f900886d7aff0eb5c005cb0eccb2bf18c4f238bd2f7a375576f51,,"Asimismo, el Índice de Herfindahl-Hirschman (IHH) indica que la concentración del mercado de este servicio ha disminuido desde 2013, lo cual es consecuencia de la entrada de nuevos operadores, lo que refleja que, en este periodo de tiempo, el servicio móvil de telefonía ha tenido una mayor competencia de mercado.","Asimismo, el Índice de Herfindahl-Hirschman (IHH) indica que la concentración del mercado de este servicio ha disminuido desde 2013, lo cual es consecuencia de la entrada de nuevos operadores, lo que refleja que, en este periodo de tiempo, el servicio móvil de telefonía ha tenido una mayor competencia de mercado.",
C.11,True,55,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_11_datos_usados.csv,66502ab1e359c4f05c2d1da27e880c3b1c414a95c3e016d6f2eab0e911a7b418,,"Las líneas del servicio móvil de acceso a Internet crecieron 5.1% de 2022 a 2023, al pasar de 119.90 millones de líneas en 2022 a 126.06 millones de líneas en 2023. Del total de líneas en 2023, el 70.9% fueron por tipo de contrato de prepago, 2.9% a pospago controlado, 12.2% a pospago libre y 14.0% de las líneas no cuentan con un segmento especificado.","Las líneas del servicio móvil de acceso a Internet crecieron 7.6% de 2023 a 2024, al pasar de 126.20 millones de líneas en 2023 a 135.81 millones de líneas en 2024. Del total de líneas en 2024, el 67.2% fueron por tipo de contrato de prepago, 3.0% a pospago controlado, 11.9% a pospago libre y 17.9% de las líneas no cuentan con un segmento especificado.",
C.12,True,56,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_12_datos_usados.csv,9edefa45a0b33d82694c6cf2d55db46da0cbf4ce5922ac4d96574fd611d89f67,,"En diciembre de 2023, los resultados indican que había 96 líneas del servicio móvil de acceso a Internet por cada 100 habitantes a nivel nacional, lo cual refleja un crecimiento del 229.5 % con respecto de 2013.","En diciembre de 2024, los resultados indican que había 102 líneas del servicio móvil de acceso a Internet por cada 100 habitantes a nivel nacional, lo cual refleja un crecimiento del 251.7 % con respecto de 2013.",
C.13,True,57,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_13_datos_usados.csv,28f95abc0b2743633cffba1954c0c46802f26be5169ef5234446f2b191a811f8,,"Con relación a las líneas del servicio móvil de acceso a Internet por entidad federativa, al cierre de 2023, la entidad con la mayor cantidad de líneas por cada 100 habitantes fue la Ciudad de México con 118, seguida por Baja California con 116 y Quintana Roo con 113. En cambio, las entidades con la menor cantidad de líneas por cada 100 habitantes fueron Guanajuato, Oaxaca, Chiapas, con 81, 79 y 65, respectivamente.","Con relación a las líneas del servicio móvil de acceso a Internet por entidad federativa, al cierre de 2024, la entidad con la mayor cantidad de líneas por cada 100 habitantes fue Sonora con 128, seguida por Ciudad de México con 125 y Baja California Sur con 120. En cambio, las entidades con la menor cantidad de líneas por cada 100 habitantes fueron Guanajuato, Oaxaca, Chiapas, con 89, 77 y 70, respectivamente.",Se actualizaron las entidades en los extremos del ranking.
C.14,True,58,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_14_datos_usados.csv,bf7ef73353a86fd361131af7de962787eb30e68e8fe11d1e5d22bf1c097054ac,,"Por otro lado, el tráfico del servicio móvil de acceso a Internet aumentó 3,140% de 2015 a 2023, del cual el tráfico de la red 4G aumento 54.3 puntos porcentuales; mientras que el tráfico de las redes 2G y 3G disminuyeron en 3.4 y 58.1 puntos porcentuales, respectivamente. Durante 2023, 83.5% del tráfico total correspondía a la red 4G, 9.3% a la red 3G y solo el 0.1% a la red 2G.","Por otro lado, el tráfico del servicio móvil de acceso a Internet aumentó 3,334% de 2015 a 2024, del cual el tráfico de la red 4G aumento 53.0 puntos porcentuales; mientras que el tráfico de las redes 2G y 3G disminuyeron en 3.4 y 60.0 puntos porcentuales, respectivamente. Durante 2024, 82.2% del tráfico total correspondía a la red 4G, 7.4% a la red 3G y solo el 0.1% a la red 2G.",
C.15,True,59,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_15_datos_usados.csv,b6f1f8b21d342dbdc6559b292389335f803c66f0c993f1464d4117368fd0ef5c,,"En cuanto a la participación de mercado del servicio móvil de acceso a Internet, se observó una disminución de 17.85 puntos porcentuales en la participación de América Móvil de 2013 a 2023, para la participación de Telefónica la disminución fue de 1.48 puntos porcentuales en el mismo periodo, y, de 2022 a 2023, la participación de Grupo Walmart creció 4.78 puntos porcentuales. Por otro lado, la participación de mercado de la categoría Otros, a partir de 2015, disminuyó 4.73 puntos porcentuales de 2015 a 2023.","En cuanto a la participación de mercado del servicio móvil de acceso a Internet, se observó una disminución de 21.88 puntos porcentuales en la participación de América Móvil de 2013 a 2024, para la participación de Telefónica la disminución fue de 2.15 puntos porcentuales en el mismo periodo, y, de 2023 a 2024, la participación de Grupo Walmart creció 3.99 puntos porcentuales. Por otro lado, la participación de mercado de la categoría Otros, a partir de 2015, aumentó 3.17 puntos porcentuales de 2015 a 2024.","La categoría Otros cambió de dirección respecto del texto 2024, por lo que disminuyó se actualizó a aumentó."
C.16,True,60,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/c_16_datos_usados.csv,331d1a3c1a632e089bc5654ab7877c18526148825c2d3b98b6d7794e1892cc5a,,"Complementando lo anterior, se observa que el Índice de Herfindahl-Hirschman (IHH) del servicio móvil de acceso a Internet ha mostrado una disminución desde el año 2013, llegando a su punto mínimo en el año 2023.","Complementando lo anterior, se observa que el Índice de Herfindahl-Hirschman (IHH) del servicio móvil de acceso a Internet ha mostrado una disminución desde el año 2013, llegando a su punto mínimo en el año 2024.",
D.1,True,61,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_1_datos_usados.csv,d1819b8e8570cb55b3e535e3cb624bbc9bc0b6cf5deaf29d114ce5e1b1e07fed,,"Los resultados de la Encuesta Nacional de Disponibilidad y Uso de las Tecnologías de la Información en los Hogares (ENDUTIH) 2023 indican que, los hogares mexicanos cuentan en mayor medida con teléfono celular, ya que el 95% de hogares disponen de él. En segundo lugar, se encuentra la disponibilidad de televisor digital con el 82% y la radio con el 43%. Además, como se observa en la Figura D.1., el televisor digital es el dispositivo con mayor crecimiento en cuanto a la disponibilidad en los hogares, ya que en el periodo que comprenden los años de 2013 a 2023, el porcentaje de hogares que disponían de este dispositivo creció 55 puntos porcentuales al pasar de 27% a 82%; por el contrario, el televisor analógico es el que más decreció al pasar de 88% en 2013 a 19% en 2023, es decir, un decremento de 69 puntos porcentuales. Lo anterior refleja la transición al uso de tecnologías de mayor calidad. Por otro lado, la disponibilidad de equipos de cómputo en los hogares se ha mantenido en promedio alrededor del 45% del total de hogares desde 2015. Mientras que, la disponibilidad de radio continúa disminuyendo año con año.","Los resultados de la Encuesta Nacional de Disponibilidad y Uso de las Tecnologías de la Información en los Hogares (ENDUTIH) 2025 indican que, los hogares mexicanos cuentan en mayor medida con teléfono celular, ya que el 95% de hogares disponen de él. En segundo lugar, se encuentra la disponibilidad de televisor digital con el 85% y la radio con el 35%. Además, como se observa en la Figura D.1., el televisor digital es el dispositivo con mayor crecimiento en cuanto a la disponibilidad en los hogares, ya que en el periodo que comprenden los años de 2013 a 2025, el porcentaje de hogares que disponían de este dispositivo creció 58 puntos porcentuales al pasar de 27% a 85%; por el contrario, el televisor analógico es el que más decreció al pasar de 88% en 2013 a 11% en 2025, es decir, un decremento de 77 puntos porcentuales. Lo anterior refleja la transición al uso de tecnologías de mayor calidad. Por otro lado, la disponibilidad de equipos de cómputo en los hogares se ha mantenido en promedio alrededor del 45% del total de hogares desde 2015. Mientras que, la disponibilidad de radio continúa disminuyendo año con año.",
D.2,True,62,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_2_datos_usados.csv,20a0705d27c7690922cc6f8fcd797bc78dbb96f2f666901fa09b20aa316d753d,,Con base a los resultados de la ENDUTIH 2023 las personas de 18 a 24 años son el grupo con mayor porcentaje de uso de Smartphone e Internet con el 95.9% y 96.7% respectivamente. Las personas de entre 6 a 11 años de edad son quienes menos hacen uso del Smartphone con el 35.8% y las personas de 55 años o más son quienes hacen menos uso del Internet con el 54.4%.,Con base a los resultados de la ENDUTIH 2025 las personas de 18 a 24 años son el grupo con mayor porcentaje de uso de Smartphone e Internet con el 97.2% y 97.9% respectivamente. Las personas de entre 6 a 11 años de edad son quienes menos hacen uso del Smartphone con el 40.0% y las personas de 55 años o más son quienes hacen menos uso del Internet con el 63.1%.,
D.3,True,63,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_3_datos_usados.csv,7b9b38d5b758a177714835da4f18be0e4c99adfe6f4bde29a466f9cbd710e5a4,,"Por otro lado, el grupo de 18 a 24 años de edad destinaron en promedio 5.9 horas de su día al uso del Internet, siendo este el grupo quien destino más horas de navegación en el uso de este servicio, seguido del grupo de 25 a 34 años de edad quienes destinaron 5.6 horas en promedio al uso de Internet por día. En contraste los grupos de edad quienes destinaron menos horas en promedio en el uso de Internet por día fueron los usuarios de 65 años y más con 2.9 horas en promedio y de 6 a 11 años de edad, con 2.5 horas promedio.","Por otro lado, el grupo de 18 a 24 años de edad destinaron en promedio 5.9 horas de su día al uso del Internet, siendo este el grupo quien destino más horas de navegación en el uso de este servicio, seguido del grupo de 25 a 34 años de edad quienes destinaron 5.6 horas en promedio al uso de Internet por día. En contraste los grupos de edad quienes destinaron menos horas en promedio en el uso de Internet por día fueron los usuarios de 65 años y más con 2.9 horas en promedio y de 6 a 11 años de edad, con 2.5 horas promedio.",
D.4,True,64,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_4_datos_usados.csv,4726ec3540a3f1b688e965dc1917f8123d2bbb61579bea2e4211c9a300874f08,,"Con base a los datos recopilados por la ENDUTIH para el año 2023, correspondientes al uso de dispositivos inteligentes conectados a Internet, las personas usuarias prefirieron algún dispositivo de entretenimiento con el 59.6%, seguido de bocina o asistente del hogar con el 55.0%. Por el contrario, el uso de algún dispositivo de ahorro de energía eléctrica es apenas usada por el 2.6% de las personas usuarias, así como el de otros dispositivos que utilizan siendo el 0.2%.","Con base a los datos recopilados por la ENDUTIH para el año 2025, correspondientes al uso de dispositivos inteligentes conectados a Internet, las personas usuarias prefirieron bocina o asistente del hogar con el 56.5%, seguido de algún dispositivo de entretenimiento con el 53.3%. Por el contrario, el uso de algún dispositivo de ahorro de energía eléctrica es apenas usada por el 2.4% de las personas usuarias, así como el de otros dispositivos que utilizan siendo el 0.0%.",Cambió el orden de los dos dispositivos con mayor porcentaje; se intercambiaron únicamente los registros y sus valores.
D.5,True,65,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_5_datos_usados.csv,356d900937a1bc1b59323409c75a743da62e85c70a5662eee92a81d874a20c1b,,"Con base a los resultados obtenidos en la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024, donde se señala que las personas en general no han tomado alguna instrucción formal para el uso que hacen de Internet, ya que la mayor parte de la población entrevistada declaró haber aprendido por cuenta propia (50.7%) o bien, con apoyo de amigos o familiares (26.2%) y solo un pequeño porcentaje respondió haber aprendido el uso del Internet a través de cursos recibidos en la escuela (14.9%) o capacitaciones en el trabajo (4.1%).","Con base a los resultados obtenidos en la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024, donde se señala que las personas en general no han tomado alguna instrucción formal para el uso que hacen de Internet, ya que la mayor parte de la población entrevistada declaró haber aprendido por cuenta propia (50.7%) o bien, con apoyo de amigos o familiares (26.2%) y solo un pequeño porcentaje respondió haber aprendido el uso del Internet a través de cursos recibidos en la escuela (14.9%) o capacitaciones en el trabajo (4.1%).",
D.6,True,66,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_6_datos_usados.csv,caa9da4174c7054366324d84f8614c0bf447bbfc3a5848aeb5ab8d17dc145f68,,"Con base a la información de la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024; al hacer uso del Internet y/o realizar diferentes actividades en Internet, se pueden vivir ciertas experiencias negativas, entre las cuales se destacan: Recibir correos no deseados (59.8%), han publicado información personal sin su permiso (13.5%), robo de datos para realizar transacciones bancarias (11.0%), robo de contraseñas (16.4%); siendo en este caso los hombres, quienes han estado más expuestos ante este tipo de situación.","Con base a la información de la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024; al hacer uso del Internet y/o realizar diferentes actividades en Internet, se pueden vivir ciertas experiencias negativas, entre las cuales se destacan: Recibir correos no deseados (59.8%), han publicado información personal sin su permiso (13.5%), robo de datos para realizar transacciones bancarias (11.0%), robo de contraseñas (16.4%); siendo en este caso los hombres, quienes han estado más expuestos ante este tipo de situación.",
D.7,True,67,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_7_datos_usados.csv,b15a39aec9bf7f9013075d90f5dbe910069f2ba9dee3c264e5b401e8463c4261,,"Al hacer la consulta por grupo de edad, se refleja que los jóvenes que se encuentran en los rangos de edad de 18 a 24 y 25 a 34 años son los que más han sufrido experiencias negativas, como recibir mensajes no deseados, robo de contraseñas y publicación de información sin autorización, en comparación con las personas de 55 años o más, quienes son los que presentan menor porcentaje de haber vivido estas experiencias.","Al hacer la consulta por grupo de edad, se refleja que los jóvenes que se encuentran en los rangos de edad de 18 a 24 y 25 a 34 años son los que más han sufrido experiencias negativas, como recibir mensajes no deseados, robo de contraseñas y publicación de información sin autorización, en comparación con las personas de 55 años o más, quienes son los que presentan menor porcentaje de haber vivido estas experiencias.",
D.8,True,68,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_8_datos_usados.csv,6243a831bf50e799d459148328e0518fbe3fcfd2d4074736466790d043a9026e,,Un dato muy importante a tomar en cuenta en la población es el grado de confianza que las personas tienen al hacer uso del Internet; según la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024; registró que aproximadamente la mitad de la población considera tener poco (38.5%) o nada (13.6%) de confianza al hacer uso del Internet.,Un dato muy importante a tomar en cuenta en la población es el grado de confianza que las personas tienen al hacer uso del Internet; según la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024; registró que aproximadamente la mitad de la población considera tener poco (38.5%) o nada (13.6%) de confianza al hacer uso del Internet.,
D.9,True,69,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_9_datos_usados.csv,aff63e85d9c9a42308bf5c905bcbfd11cdcaaf97ec1e54d8f7f496b9dfef9f9e,,"Uno de los datos que contrasta con el anterior, es el nivel de seguridad que consideran las personas usuarias al realizar diferentes actividades en Internet, como realizar compras en Internet, transacciones bancarias y redes sociales; ya que a pesar de que un porcentaje muy significativo menciona que confían muy poco el usar el Internet para realizar estas actividades, su nivel de percepción de seguridad es muy alto. Es decir, consideran que es seguro realizar estas actividades.","Uno de los datos que contrasta con el anterior, es el nivel de seguridad que consideran las personas usuarias al realizar diferentes actividades en Internet, como realizar compras en Internet, transacciones bancarias y redes sociales; ya que a pesar de que un porcentaje muy significativo menciona que confían muy poco el usar el Internet para realizar estas actividades, su nivel de percepción de seguridad es muy alto. Es decir, consideran que es seguro realizar estas actividades.",
D.10,True,70,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_10_datos_usados.csv,43e052be90c1058df466f19a3ff8d9ce36f2c1e3d6efa2cdd5d4d00ea7a55701,,"Siendo los jóvenes entre 18 a 24 años y las personas entre 45 a 54 años con mayor porcentaje (52.7%), consideran que realizar compras por Internet es seguro y las personas mayores de 55 años (43.2%) consideran menos seguro usar el Internet para realizar este tipo de actividad. De igual manera al realizar transacciones bancarias los jóvenes entre 18 a 24 años (58.8%) son los que consideran que es seguro usar Internet para realizar esta actividad y las personas mayores de 55 años consideran menos seguro realizar transacciones bancarias a través del Internet (33.9%).","Siendo los jóvenes entre 18 a 24 años y las personas entre 45 a 54 años con mayor porcentaje (52.7%), consideran que realizar compras por Internet es seguro y las personas mayores de 55 años (43.2%) consideran menos seguro usar el Internet para realizar este tipo de actividad. De igual manera al realizar transacciones bancarias los jóvenes entre 18 a 24 años (58.8%) son los que consideran que es seguro usar Internet para realizar esta actividad y las personas mayores de 55 años consideran menos seguro realizar transacciones bancarias a través del Internet (33.9%).",
D.11,True,71,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/d_11_datos_usados.csv,58662c318bcc10b1c6b33bee6f05d2da79d4f0455eecce966807f4fceebc9122,,"Con base a los datos de la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024, el 55.4% de los hombres consideran que compartir información a través de redes sociales es seguro, seguido de un 43.1% de las mujeres, sin embargo, un porcentaje significativo de resaltar es que las mujeres con un 22.1% consideran inseguro compartir información a través de redes sociales, lo que significa que los hombres tienden a reportar en mayor medida sensaciones de seguridad respecto a las mujeres.","Con base a los datos de la Encuesta de Confianza en el Servicio de Internet (ECSI) 2024, el 55.4% de los hombres consideran que compartir información a través de redes sociales es seguro, seguido de un 43.1% de las mujeres, sin embargo, un porcentaje significativo de resaltar es que las mujeres con un 22.1% consideran inseguro compartir información a través de redes sociales, lo que significa que los hombres tienden a reportar en mayor medida sensaciones de seguridad respecto a las mujeres.",
E.1,True,72,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_1_datos_usados.csv,497e05d3b5596865c233900fe994e34c5223e115f219e182e28430525a8c03b3,,"De acuerdo con la “Tercera Encuesta 2023, Usuarios de Servicios de Telecomunicaciones”, en su Índice General de Satisfacción (IGS), las personas usuarias señalaron que se encontraron más satisfechas con los servicios de telefonía fija (76.7 puntos) y telefonía móvil (75.7 puntos) que con los servicios de television de paga (74.9 puntos) e Internet fijo (74.0 puntos).","De acuerdo con la “Encuesta 2024, Usuarios de Servicios de Telecomunicaciones”, en su Índice General de Satisfacción (IGS), las personas usuarias señalaron que se encontraron más satisfechas con los servicios de telefonía fija (76.2 puntos) y telefonía móvil (76.0 puntos) que con los servicios de television de paga (75.7 puntos) e Internet fijo (75.2 puntos).",El nombre de la edición se generalizó a Encuesta 2024 porque el conjunto de datos actual sólo identifica el año del dato.
E.2,True,73,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_2_datos_usados.csv,65dbcb0caa2bde69c127a79e5b318642303a145af77c8080235c5042ced33697,,"De acuerdo con el Estudio Cualitativo “Conocimiento y percepción sobre la Inteligencia Artificial (IA) y ChatGPT 2023”, los principales hallazgos sobre las opiniones de las personas participantes con relación a estas herramientas fueron los siguientes:","De acuerdo con el Estudio Cualitativo “Conocimiento y percepción sobre la Inteligencia Artificial (IA) y ChatGPT 2023”, los principales hallazgos sobre las opiniones de las personas participantes con relación a estas herramientas fueron los siguientes:",
